text,label,clean_text,token_length
Adobe Announces Photoshop Elements 3.0. Adobe #39;s update of Photoshop Elements adds several new features and enhancements that allow users to edit photos with a few mouse clicks.,Sci_Tech,adobe announce photoshop element adobe s update photoshop element add new feature enhancement allow user edit photo mouse click,19
"Car Bomb Kills Seven Marines in Iraq. BAGHDAD, Iraq - A suicide attacker sped up to a U.S. military convoy outside Fallujah and detonated an explosives-packed vehicle on Monday, killing seven Marines and three Iraqi soldiers, U.S...",World,car bomb kill seven marine iraq baghdad iraq suicide attacker speed military convoy outside fallujah detonate explosivespacke vehicle monday kill seven marine iraqi soldier,24
"Armored Vehicles Mass at Gaza Border. JEBALIYA REFUGEE CAMP, Gaza Strip - Armored vehicles massed on Gaza's border Friday after Israel's security Cabinet approved a large-scale military operation - dubbed ""Days of Penitence"" - to stop Palestinian rocket fire. Defense Minister Shaul Mofaz had ordered troops to ""exact a price"" from the militants, security officials said, after a Hamas rocket killed two children, ages 2 and 4, in an Israeli border town...",World,armored vehicle mas gaza border jebaliya refugee camp gaza strip armored vehicle mass gazas border friday israel security cabinet approve largescale military operation dub day penitence stop palestinian rocket fire defense minister shaul mofaz order troop exact price militant security official say hamas rocket kill child age israeli border town,50
"Holiday Pals Berlusconi, Blair Cement Ties. With a bandanna on his head and a grin on his cheeks, Italy #39;s flamboyant Premier Silvio Berlusconi has been playing vacation host to Britain #39;s Tony Blair in Sardinia, an unlikely holiday coupling that highlights an Italian-British alliance ...",World,holiday pal berlusconi blair cement tie bandanna head grin cheek italy s flamboyant premier silvio berlusconi play vacation host britain s tony blair sardinia unlikely holiday coupling highlight italianbritish alliance,30
"Israeli Coalition Crisis May Force Early Election. JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon's shaky coalition Tuesday faced collapse in a row over the 2005 budget, raising the prospect of early elections that would endanger his plan to withdraw from the Gaza Strip.",World,israeli coalition crisis force early election jerusalem reuters israeli prime minister ariel sharons shaky coalition tuesday face collapse row budget raise prospect early election endanger plan withdraw gaza strip,29
"Criticism and Praise for New HDS Storage Platform. Hitachi Data Systems #39; (Quote, Chart) TagmaStore Universal Storage Platform was designed to grab market share from high-end competitors EMC and IBM (Quote, Chart).",Sci_Tech,criticism praise new hds storage platform hitachi data system quote chart tagmastore universal storage platform design grab market share highend competitor emc ibm quote chart,25
"A second test failed. Miami #39;s Roscoe Parrish and Frank Gore tore up and down David A Harrison III Field at Scott Stadium on Saturday, leading the 18th-ranked Hurricanes to a 31-21 ACC victory over 10th-ranked Virginia.",Sports,second test fail miami s roscoe parrish frank gore tear david harrison iii field scott stadium saturday lead thranked hurricane acc victory thranked virginia,24
"UPDATE: Australia #39;s WMC Ups Stakes In Xstrata Battle. PERTH (Dow Jones)--Trying to derail Xstrata Plc. #39;s (XTA.LN) hostile takeover bid, WMC Resources Ltd. (WMR.AU) Thursday said it will return up to A $1 billion to shareholders",Business,update australia s wmc up stake xstrata battle perth dow jonestrying derail xstrata plc s xtaln hostile takeover bid wmc resources ltd wmrau thursday say return billion shareholder,28
"Trial turns into bid dance. It is common for a merger battle to involve a healthy dose of public posturing on issues such as price and logistics. But while such maneuvering typically plays out in the media, or during analyst forums, it #39;s rare to see it happen in a courtroom.",Business,trial turn bid dance common merger battle involve healthy dose public posturing issue price logistic maneuvering typically play medium analyst forum s rare happen courtroom,25
"French ex-minister in art trial. The trial begins of former French foreign minister Roland Dumas, accused of corruption over art sales.",World,french exminister art trial trial begin french foreign minister roland dumas accuse corruption art sale,15
Robbie Williams Album Launched on Memory Card. UK-based record company EMI has teamed up with British retailer Carphone Warehouse to sell Robbie Williams #39; Greatest Hits album in memory-card format for cell phones and PDAs.,Sci_Tech,robbie williams album launch memory card ukbased record company emi team british retailer carphone warehouse sell robbie williams greatest hit album memorycard format cell phone pda,26
"Study: MP3 player market to explode. With the economy slowly turning up, upgrading hardware has been on businesses radar in the past 12 months as their number two priority.",Sci_Tech,study mp player market explode economy slowly turn upgrade hardware business radar past month number priority,16
"Franchitti climbs to IRL triumph at Pikes Peak. FOUNTAIN, Colo. (SportsTicker) - It appears Dario Franchitti is getting the hang of the Indy Racing League. Franchitti dominated Sunday #39;s Honda Indy 225 at Pikes Peak International Raceway for his second IRL win of the season.",Sports,franchitti climb irl triumph pike peak fountain colo sportsticker appear dario franchitti get hang indy racing league franchitti dominate sunday s honda indy pike peak international raceway second irl win season,31
"Allawi accused of rushing trials for Saddam #39;s aides. War crimes trials against senior lieutenants of Saddam Hussein will start in Baghdad next week, the interim Iraqi Prime Minister Iyad Allawi said yesterday.",World,allawi accuse rush trial saddam s aide war crime trial senior lieutenant saddam hussein start baghdad week interim iraqi prime minister iyad allawi say yesterday,25
"Russian Cabinet Approves Kyoto Protocol (AP). AP - Russia's Cabinet approved the Kyoto Protocol on global warming Thursday, clearing the way for the worldwide adoption of the pact #151; despite U.S. opposition #151; once the Russian parliament ratifies it as expected.",Sci_Tech,russian cabinet approve kyoto protocol ap ap russias cabinet approve kyoto protocol global warming thursday clear way worldwide adoption pact despite opposition russian parliament ratify expect,26
Water 'wake-up call' given by UN. A UN report says key goals to improve clean water and sanitation by 2015 will fail unless the world acts.,World,water wakeup give un un report say key goal improve clean water sanitation fail world act,16
"Embarcadero enhances SQL Server backup. Embarcadero Technologies on Monday is unveiling its DBArtisan Workbench 8.0 database administration tool, featuring enhanced backup capabilities for Microsoft SQL Server databases and support for performance metrics in the Oracle10g database.",Sci_Tech,embarcadero enhance sql server backup embarcadero technology monday unveil dbartisan workbench database administration tool feature enhance backup capability microsoft sql server database support performance metric oracleg database,27
SBC in Deal With Microsoft to Provide TV on High-Speed Lines. SBC Communications plans to announce that it will pay $400 million to Microsoft for software used to deliver TV programming over high-speed data lines.,Sci_Tech,sbc deal microsoft provide tv highspeed line sbc communication plan announce pay million microsoft software deliver tv programming highspeed datum line,21
"Safety sidelined by stress fracture. As the Broncos hope to learn more about the return of one standout defensive player this week, they will have to deal with the loss of another defensive leader.",Sports,safety sideline stress fracture broncos hope learn return standout defensive player week deal loss defensive leader,16
F1: Panis to quit racing. Toyota's Olivier Panis will retire from Formula One at the end of the 2004 season.,World,f pani quit race toyota olivi pani retire formula end season,11
Howard in election 'spamming' row. Australia's PM John Howard faces criticism over using unsolicited e-mails for his election campaign.,World,howard election spamming row australias pm john howard face criticism unsolicited email election campaign,14
&lt;cite&gt;Reg&lt;/cite&gt; Readers hail NTL abusive message. &lt;strong&gt;Letters&lt;/strong&gt; Not so keen on 'spam-free' email plans,Sci_Tech,ltcitegtregltcitegt reader hail ntl abusive message ltstronggtlettersltstronggt keen spamfree email plan,11
"Infosys, Wipro in pact with Microsoft. Bangalore, Nov 15 (UNI) Indian IT majors Infosys Technologies and Wipro Ltd today announced separate agreements with Microsoft Corp, the world #39;s largest software maker, to deliver applications and solutions to their global customers based on Microsoft",Business,infosys wipro pact microsoft bangalore nov uni indian major infosys technology wipro ltd today announce separate agreement microsoft corp world s large software maker deliver application solution global customer base microsoft,31
"Clinton Hails Kerry in Surgery Comeback (AP). AP - It was vintage Bill Clinton, a lip-biting, thumb-wagging, center-of-attention performance. Seven weeks after quadruple bypass heart surgery, looking pale and unusually thin, the former president came back to give John Kerry a sendoff for the final week of the campaign #151; promoting his own presidency as well #151; and bluntly framed the campaign between Kerry and President Bush.",World,clinton hail kerry surgery comeback ap ap vintage bill clinton lipbiting thumbwagge centerofattention performance seven week quadruple bypass heart surgery look pale unusually thin president come john kerry sendoff final week campaign promote presidency bluntly frame campaign kerry president bush,40
"Cubs agree to terms with Garciaparra. Chicago, IL (Sports Network) - The Chicago Cubs Tuesday agreed to a contract with shortstop Nomar Garciaparra. As per team policy, financial terms of the deal were not disclosed.",Sports,cub agree term garciaparra chicago il sports network chicago cubs tuesday agree contract shortstop nomar garciaparra team policy financial term deal disclose,22
"Bayley wins Keirin gold medal, capping Australia #39;s golden show. Australia #39;s Ryan Bayley won the men #39;s Keirin final Wednesday, becoming the only cyclist to win two individual gold medals at the Athens Games.",Sports,bayley win keirin gold medal cap australia s golden australia s ryan bayley win man s keirin final wednesday cyclist win individual gold medal athens game,26
Warring Afghan Factions Say Cease-fire Holding (Reuters). Reuters - A renegade Afghan militia commander and a spokesman for the governor of the western province of Herat said on Wednesday their forces were honoring a cease-fire brokered a day earlier by the U.S. envoy to Afghanistan.,World,war afghan faction ceasefire hold reuter reuter renegade afghan militia commander spokesman governor western province herat say wednesday force honor ceasefire broker day early envoy afghanistan,26
"Telecom Italia to Buy Rest of Mobile Unit, People Say (Update2). Telecom Italia SpA, Italy #39;s largest phone company, plans to buy the 44 percent of wireless unit Telecom Italia Mobile SpA it doesn #39;t already own, a stake with a market value of about",Business,telecom italia buy rest mobile unit people update telecom italia spa italy s large phone company plan buy percent wireless unit telecom italia mobile spa doesn t stake market value,30
"Miami maintains BCS hope. MIAMI -- Brock Berlin threw for a career-best 361 yards and four touchdowns in just over a half, and No. 12 Miami stayed in contention for an Atlantic Coast Conference title yesterday by routing Wake Forest, 52-7.",Sports,miami maintain bcs hope miami brock berlin throw careerbest yard touchdown half miami stay contention atlantic coast conference title yesterday rout wake forest,23
"IBM pushes out new Stinger database. IBM next week will ship the latest version of its DB2 Universal Database, which offers new self-tuning capabilities designed to reduce management overhead even as databases grow bigger and harder to maintain.",Sci_Tech,ibm push new stinger database ibm week ship late version db universal database offer new selftuning capability design reduce management overhead database grow big hard maintain,26
"SAP, Infineon unveil RFID management system. The new platform is designed to help companies speed the deployment of smart-tag systems and cut the costs of managing both hardware and software components from several suppliers.",Sci_Tech,sap infineon unveil rfid management system new platform design help company speed deployment smarttag system cut cost manage hardware software component supplier,22
"Nigerian strike draws to a close. A four-day general strike in Nigeria is expected to end shortly, with neither the unions nor government giving ground.",Business,nigerian strike draw close fourday general strike nigeria expect end shortly union government give ground,15
"NZ NGC Says Will End Merger Talks With Other Companies. WELLINGTON (Dow Jones)--NGC Holdings Ltd. (NGC.NZ), a New Zealand gas distribution and metering concern, Thursday said it will end ongoing merger discussions with fellow energy companies following a decision",Business,nz ngc say end merger talk company wellington dow jonesngc holdings ltd ngcnz new zealand gas distribution metering concern thursday say end ongoing merger discussion fellow energy company follow decision,30
"Jeremy Warner #39;s Outlook: Is anyone safe as Spitzer takes aim at &lt;b&gt;...&lt;/b&gt;. Is no one safe from Eliot Spitzer #39;s accusing finger? After the investment banking, fund management and pharmaceuticals industries comes the insurance sector, which in a suit filed by the New York attorney",Business,jeremy warner s outlook safe spitzer take aim ltbgtltbgt safe eliot spitzer s accuse finger investment banking fund management pharmaceutical industry come insurance sector suit file new york attorney,29
Oracle #39;s Wish Comes True. Oracle is one step closer to taking over rival PeopleSoft now that a federal judge has ruled against the federal government #39;s effort to thwart the $7.,Business,oracle s wish come true oracle step close take rival peoplesoft federal judge rule federal government s effort thwart,19
"Bombardier to Cut 2,200 Jobs. Bombardier Inc. (BBDb.TO: Quote, Profile, Research) plans to cut 2,200 more jobs at its train-making unit and further trim the production rate for its 50-seat regional",Business,bombardier cut job bombardi inc bbdbto quote profile research plan cut job trainmaking unit trim production rate seat regional,19
"Greenspan-Aged Population to Hit Finances. JACKSON HOLE, Wyo (Reuters) - Rising pressure on U.S. finances from an aging population make it vital quickly fix the social safety net with such steps as raising the age for full retirement benefits, Federal Reserve Chairman Alan Greenspan said on Friday.",Business,greenspanage population hit finance jackson hole wyo reuter rise pressure finance age population vital quickly fix social safety net step raise age retirement benefit federal reserve chairman alan greenspan say friday,31
Henman targets Houston. Tim Henman is already looking forward to the Masters event in Houston and believes he has a good chance of finishing the tennis season on a high.,Sports,henman target houston tim henman look forward master event houston believe good chance finish tennis season high,17
"Peoplesoft Partners Shocked, Thrilled. Company founder and former CEO Dave Duffield is now back aboard full time, replacing the ousted former CEO Craig Conway. Solution providers, while shocked at Conway #39;s unexpected departure, were largely thrilled that Duffield is back full throttle.",Business,peoplesoft partner shock thrilled company founder ceo dave duffield aboard time replace oust ceo craig conway solution provider shock conway s unexpected departure largely thrilled duffield throttle,27
Park opens up one shot lead. A seven-under-par third round of 65 saw Korea #39;s Grace Park open up a one-shot lead going into the final round of the Wachovia Classic in Berkleigh.,Sports,park open shot lead sevenunderpar round see korea s grace park open oneshot lead go final round wachovia classic berkleigh,20
Silverstone date can be saved - Sir Jackie. SIR JACKIE Stewart is optimistic that Silverstone can take its place on next years Formula One calendar. Talks between Formula One chiefs and Silverstones owners are understood to be at an advanced stage,Sports,silverstone date save sir jackie sir jackie stewart optimistic silverstone place year formula calendar talk formula chief silverstone owner understand advanced stage,22
"Sorenstam signs off in triumph. Annika Sorenstam and American Cristie Kerr went head to head in the final round of the ADT Tour Championship yesterday, and it took the first hole of a sudden",Sports,sorenstam sign triumph annika sorenstam american cristie kerr go head head final round adt tour championship yesterday take hole sudden,20
"Three share lead at Southern Farm Bureau Classic. Madison, MS (Sports Network) - Harrison Frazar shot a seven-under-par 65 on Thursday to share the lead with Glen Day and John Senden after the opening round of the Southern Farm Bureau Classic at Annandale Golf Club.",Sports,share lead southern farm bureau classic madison ms sport network harrison frazar shoot sevenunderpar thursday share lead glen day john senden opening round southern farm bureau classic annandale golf club,30
"Mitchell-Alston feud brews as Toronto heads to Cleveland. CBC SPORTS ONLINE - Vince Carter isn #39;t the only Raptor unhappy to be in Toronto right now. Guard Rafer Alston is starting to question his role on the team, even contemplating quitting the rest of the season",Sports,mitchellalston feud brew toronto head cleveland cbc sports online vince carter isn t raptor unhappy toronto right guard rafer alston start question role team contemplate quit rest season,28
"Palestinian election date named. Elections to choose a successor to Yasser Arafat will be held on 9 January, the interim president announces.",World,palestinian election date name election choose successor yasser arafat hold january interim president announce,14
"Orion hopes super PCs are stars. If you need a supercomputer on your desktop, Orion Multisystems has a machine for you. Aiming at scientists and engineers who need to do serious data crunching, the Santa Clara start-up will",Sci_Tech,orion hop super pc star need supercomputer desktop orion multisystem machine aim scientist engineer need datum crunch santa clara startup,20
"Legal peer-to-peer services: Gimmick or Genius?. Few in the tech world need an introduction to Napster #39;s founder, the college dropout whose revolutionary file-swapping technology shook the foundations of the $11bn record industry.",Sci_Tech,legal peertopeer service gimmick genius tech world need introduction napster s founder college dropout revolutionary fileswappe technology shake foundation bn record industry,22
"Dolly creator seeks human cloning. One of the creators of Dolly the sheep, the world #39;s first mammal cloned from an adult, said Tuesday he was seeking permission to create cloned human embryos for medical research.",Sci_Tech,dolly creator seek human cloning creator dolly sheep world s mammal clone adult say tuesday seek permission create clone human embryo medical research,23
"Japan, US agree to cooperate on new missile defense. Japan and the US yesterday agreed to boost cooperation in their missile defense programs -- an important first step in carrying out new defense guidelines that ease Tokyo #39;s strict postwar pacifism.",World,japan agree cooperate new missile defense japan yesterday agree boost cooperation missile defense program important step carry new defense guideline ease tokyo s strict postwar pacifism,26
Tsunami disaster overshadows India's ATP season-opener (AFP). AFP - Generating relief funds for tsunami victims and gearing up for the new season is the players' aim as they prepare for the ATP Chennai Open.,World,tsunami disaster overshadow india atp seasonopener afp afp generate relief fund tsunami victim gear new season player aim prepare atp chennai open,22
"Airbus Sees Mobile Phone Use on Planes in 2006. LONDON (Reuters) - European planemaker Airbus reported progress on Wednesday in plans to allow passengers to use mobile phones in flight, beginning in 2006.",Sci_Tech,airbus see mobile phone use plane london reuters european planemaker airbus report progress wednesday plan allow passenger use mobile phone flight beginning,22
Brazilian striker dies during Indian club match. Brazilian striker Cristiano de Lima Jr died yesterday after collapsing on the field during a domestic club tournament in the southern Indian city of Bangalore.,Sports,brazilian striker die indian club match brazilian striker cristiano de lima jr die yesterday collapse field domestic club tournament southern indian city bangalore,23
"India to benefit from FDI flows, says UNCTAD report. UNI New Delhi Sept 22: India is well positioned to benefit from the upswing expected in global Foreign Direct Investment (FDI) flows in 2004, a flagship UNCTAD report released here today said.",Business,india benefit fdi flow say unctad report uni new delhi sept india position benefit upswing expect global foreign direct investment fdi flow flagship unctad report release today say,28
"Records Contradict Kerry Critic's Charges -Report (Reuters). Reuters - Military records contradict a critic's charge that U.S. Democratic presidential hopeful John Kerry did not come under fire during the battle that resulted in military honors for Kerry, The Washington Post reported on Thursday.",World,record contradict kerry critic charge report reuters reuters military record contradict critic charge democratic presidential hopeful john kerry come fire battle result military honor kerry washington post report thursday,29
"Red Sox Grab SI's Sportsman of the Year Honor. NEW YORK, (Sports Network) - The Boston Red Sox, who ended an 86-year-old ""curse"" by winning the World Series in a four-game sweep of the St. Louis Cardinals, have been named Sports Illustrated's 2004 Sportsmen of the Year.",Sports,red sox grab sis sportsman year honor new york sport network boston red sox end yearold curse win world series fourgame sweep st louis cardinal name sport illustrated sportsman year,30
"Whitney Matheson:Pop Candy - What makes a great greatest-hits CD? (USATODAY.com). USATODAY.com - If it weren't for the Columbia House record and tape club, I'd own far fewer greatest-hits albums.",Sci_Tech,whitney mathesonpop candy make great greatesthit cd usatodaycom usatodaycom not columbia house record tape club d far few greatesthit album,20
"Dozens More Killed In New Fighting In Iraq. American and Iraqi forces once again fought with Insurgents in the cities of Falluja and Tall #39;Afar, killing dozens of Iraqis in airstrikes and gunbattles.",World,dozen kill new fighting iraq american iraqi force fight insurgent city falluja tall afar kill dozen iraqis airstrike gunbattle,19
"New Intel Tools Run on Rival Chips. Intel (Quote, Chart) released a new suite of developers #39; tools it hopes will increase the amount of people using its 64-bit technology.",Sci_Tech,new intel tool run rival chip intel quote chart release new suite developer tool hop increase people bit technology,19
"Now the tears are of joy. In a matter of 11 days, they turned the baseball world upside down. The Boston Red Sox, a franchise that had cornered the market on hardball heartache, that had shed too many tears and endured too many disappointments, vowed this time to alter history.",Sports,tear joy matter day turn baseball world upside boston red sox franchise corner market hardball heartache shed tear endure disappointment vow time alter history,24
"Safin Beats Stepanek for 3rd Masters Crown (AP). AP - Marat Safin overpowered Radek Stepanek 6-3, 7-6 (5), 6-3 with the help of 16 aces Sunday to win his record-tying third Paris Masters title.",Sports,safin beat stepanek rd master crown ap ap marat safin overpower radek stepanek help ace sunday win recordtye paris master title,21
"Banks #39; hidden fees fuel ire. From bank accounts and mortgages to credit cards and car loans, let the buyer beware: Financial fees are on the rise. And many are just waiting to blindside you.",Business,bank hide fee fuel ire bank account mortgage credit card car loan let buyer beware financial fee rise wait blindside,20
"Ahold to sell off its Spanish holdings. AMSTERDAM -- The Dutch supermarket retailer Ahold, seeking to streamline global operations and reduce debt, said yesterday that it will sell its holdings in Spain to Permira Funds, for roughly $849 million.",Business,ahold sell spanish holding amsterdam dutch supermarket retailer ahold seek streamline global operation reduce debt say yesterday sell holding spain permira fund roughly million,24
U.S. to Issue Warnings of Gulf Red Tides (AP). AP - The government will begin issuing forecasts Friday of red tides #151; harmful blooms of algae #151; in the Gulf of Mexico.,Sci_Tech,issue warning gulf red tides ap ap government begin issue forecast friday red tide harmful bloom algae gulf mexico,19
"Digging Out From One Storm, Hit Hard by Another. The lights went out about 2 am Sunday for the Patel family here, just as they did 23 days earlier. Through the night the family listened to the rain dripping into",Business,dig storm hit hard light go sunday patel family day early night family listen rain dripping,16
"Sprint, SBC in Wi-Fi roaming pact. KANSAS CITY, Mo. - Customers of Sprint Corp. and SBC Communications Inc. will be able to use both companies #39; wireless Internet connections with less hassle under a reciprocal deal announced Friday.",Sci_Tech,sprint sbc wifi roam pact kansas city mo customer sprint corp sbc communications inc able use company wireless internet connection hassle reciprocal deal announce friday,25
"Dollar Stalls Despite Capital Flows. TOKYO (Reuters) - The dollar barely moved on Tuesday, struggling to sustain a modest bounce from multi-week lows against the euro made on bigger-than-expected capital inflows to the United States.",Business,dollar stall despite capital flow tokyo reuter dollar barely move tuesday struggle sustain modest bounce multiweek low euro biggerthanexpecte capital inflow united states,23
Full Sudanese peace talks get off to a shaky start (AFP). AFP - Peace talks on the conflict in the Sudanese region of Darfur ran straight into trouble on the first day of formal negotiations as angry rebel leaders refused to sign an agreement to protect civilians.,World,sudanese peace talk shaky start afp afp peace talk conflict sudanese region darfur run straight trouble day formal negotiation angry rebel leader refuse sign agreement protect civilian,27
"Bangalore Thrives, Chokes on Outsourcing. BANGALORE, India (Reuters) - When narrow colonial-era streets get jammed with evening traffic in India's technology capital, the radio disc jockey turns agony aunt.",Business,bangalore thrive choke outsource bangalore india reuter narrow colonialera street jammed evening traffic indias technology capital radio disc jockey turn agony aunt,22
"Yahoo Acquires Email Search Developer Stata Labs. Yahoo Acquires Email Search Developer Stata Labs Yahoo announced on Thursday it has acquired privately held e-mail search company Stata Labs, opening up a new email and attachment file search market for Yahoo Search Technology and Overture Search Advertising. Stata Labs is the company behind its flagship software product Bloomba, which ...",Sci_Tech,yahoo acquire email search developer stata labs yahoo acquire email search developer stata labs yahoo announce thursday acquire privately hold email search company stata lab open new email attachment file search market yahoo search technology overture search advertising stata lab company flagship software product bloomba,45
"Coping with e-trash pileup . NEW YORK -- When Office Depot Inc. stores ran an electronics recycling drive last summer that accepted everything from cellphones to televisions, some stores were overwhelmed by the amount of e-trash they received.",Business,cop etrash pileup new york office depot inc store run electronic recycling drive summer accept cellphone television store overwhelm etrash receive,21
Wenger Considers Petit Option. Arsenal manager Arsene Wenger says he may consider re-signing former Gunners star Emmanuel Petit. The Frenchman is currently training with the Premiership champions as he bids to find a new club.,Sports,wenger consider petit option arsenal manager arsene wenger say consider resign gunner star emmanuel petit frenchman currently train premiership champion bid find new club,24
"Five Dead in Peru Police Siege Shootout. LIMA, Peru (Reuters) - Five Peruvian police officers died in a shootout on Sunday with an armed group who took 10 hostages in the siege of a police station in southern Peru on New Year's Day, RPP radio reported.",World,dead peru police siege shootout lima peru reuters peruvian police officer die shootout sunday armed group take hostage siege police station southern peru new year day rpp radio report,29
"Asia to fuel air travel growth. Global air traffic is set to be boosted in the next three years by a rise in travel between Europe and Asia, thanks to growth in both China and India.",Business,asia fuel air travel growth global air traffic set boost year rise travel europe asia thank growth china india,19
"Rumph likely out for season for 49ers. San Francisco, CA (Sports Network) - San Francisco cornerback Mike Rumph is expected to miss the rest of the season with a broken right arm.",Sports,rumph likely season ers san francisco sport network san francisco cornerback mike rumph expect miss rest season break right arm,20
"Santander may cut 4,500 jobs as part of 8bn Abbey National &lt;b&gt;...&lt;/b&gt;. Emilio Botin, head of Banco Santander Central Hispano, is today expected to tell union officials that the Spanish bank #39;s 8bn takeover of Abbey National might cause up to 4,500 job losses over three years.",Business,santander cut job bn abbey national ltbgtltbgt emilio botin head banco santander central hispano today expect tell union official spanish bank s bn takeover abbey national cause job loss year,30
"Crude Oil Drops as Threats to Supply From Iraq, Russia Diminish. Crude oil futures fell close to a one- month low on expectations a cease-fire in southern Iraq will reduce the sabotage of oil pipelines and supplies from Russia will increase.",Business,crude oil drop threat supply iraq russia diminish crude oil future fall close month low expectation ceasefire southern iraq reduce sabotage oil pipeline supply russia increase,26
"Supercomputers Help With Hurricane Forecasting. Thousands of miles from the rain and wind of Hurricane Ivan, a model of the storm swirls in the memory and processors of a supercomputer that can predict its likely course and strength.",Sci_Tech,supercomputer help hurricane forecasting thousand mile rain wind hurricane ivan model storm swirl memory processor supercomputer predict likely course strength,20
"Sachin gifted me a bat: Pagnis. MUMBAI: Sachin Tendulkar #39;s 204 for Mumbai against Australia in 1998 is now a Brabourne legend, but it was Amit Pagnis who began the assault on the Aussie attack in the game, especially Shane Warne.",Sports,sachin gift bat pagnis mumbai sachin tendulkar s mumbai australia brabourne legend amit pagni begin assault aussie attack game especially shane warne,22
"Dual-Core Chips May Raise Software Costs. Faced with weak demand for PCs and technical limits on the speed of its products, Intel is betting on a future in which every chip it makes contains what amounts to two computers.",Sci_Tech,dualcore chip raise software cost face weak demand pc technical limit speed product intel bet future chip make contain amount computer,21
"Upstart Somerset gives Horton fitting finale. The Somerset boys' soccer team started the state tournament as an 18th seed and an afterthought in the race for the Division 2 state title. The Blue Raiders knew their coach, Whit Horton, would be retiring after their final game. Yesterday, they gave Horton the best retirement gift possible, the MIAA Division 2 state title, taking a 1-0 win over ...",Sports,upstart somerset give horton fitting finale somerset boy soccer team start state tournament th seed afterthought race division state title blue raider know coach whit horton retire final game yesterday give horton good retirement gift possible miaa division state title take win,42
"NK awaits better climate for talks. With global attention focused on whether and when North Korea will return to six-party talks on its nuclear weapons program, Pyongyang officials are quot;sincere quot; in wanting a denuclearized peninsula and await a quot;better atmosphere quot; to resume discussions, a",World,nk await well climate talk global attention focus north korea return sixparty talk nuclear weapon program pyongyang official quotsincere quot want denuclearized peninsula await quotbetter atmosphere quot resume discussion,29
"Militant Killed in Israeli Missile Strike-Witness. GAZA (Reuters) - An Israeli helicopter missile strike killed a Palestinian militant and wounded two others in the northern Gaza Strip on Saturday, witnesses said.",World,militant kill israeli missile strikewitness gaza reuters israeli helicopter missile strike kill palestinian militant wound northern gaza strip saturday witness say,21
IE Strategy Backfires. It #39;s official. Microsoft recently stated definitivelyand contrary to rumorsthat there will be no new versions of Internet Explorer for users of older versions of Windows.,Sci_Tech,ie strategy backfire s official microsoft recently state definitivelyand contrary rumorsthat new version internet explorer user old version window,19
"Canon, Toshiba to sell flat-panel TVs. Canon Inc. and Toshiba Corp. said Tuesday they will start selling large-screen flat-panel TVs next year that boast better images and consume less power than plasma display panels and liquid crystal displays.",Business,canon toshiba sell flatpanel tvs canon inc toshiba corp say tuesday start sell largescreen flatpanel tvs year boast well image consume power plasma display panel liquid crystal display,28
"September Retail Sales Up by 1.5 Percent. Shoppers got their buying groove back last month, propelling sales at the nation #39;s retailers by a strong 1.5 percent. It was the best showing since March.",Business,september retail sale percent shopper get buying groove month propel sale nation s retailer strong percent good showing march,19
"Nortel probe one of Canada #39;s biggest. In what will be one of Canada #39;s largest white-collar crime investigations, the RCMP will assign as many as two dozen officers and forensic accountants to the criminal investigation of Nortel Networks Corp., a source familiar ...",Business,nortel probe canada s big canada s large whitecollar crime investigation rcmp assign dozen officer forensic accountant criminal investigation nortel networks corp source familiar,24
Siemens sets wireless speed record with OFDM. German electronics manufacturer Siemens has set what it claims to be the fastest-ever wireless connection.,Sci_Tech,siemen set wireless speed record ofdm german electronic manufacturer siemen set claim fastestever wireless connection,15
IBM Putting PC Business Up for Sale. International Business Machines Corp.'s possible exit from the personal computer business would be the latest move in what amounts to a long goodbye from a field it pioneered and revolutionized.,Sci_Tech,ibm put pc business sale international business machine corp possible exit personal computer business late amount long goodbye field pioneer revolutionize,21
"Charles Schwab to expand online price cuts to include all customers. Slumping stockbroker Charles Schwab Corp. is cutting its online prices for all customers, hoping to lure back bargain-minded investors alienated by the higher fees the company has imposed in recent years.",Business,charles schwab expand online price cut include customer slump stockbroker charles schwab corp cut online price customer hop lure bargainminde investor alienate high fee company impose recent year,28
"Divorcee Gets Lesson in Finance (AP). AP - At first, Kristin Briggs felt mistrust. Not toward her husband, who wanted a divorce, but toward her new financial planner.",Business,divorcee get lesson finance ap ap kristin briggs feel mistrust husband want divorce new financial planner,16
"FCC Proposes $1.2M Indecency Fine for Fox. WASHINGTON - Federal regulators proposed a record indecency fine of nearly $1.2 million Tuesday against Fox Broadcasting Co. for an episode of its reality series ""Married by America."" The Federal Communications Commission cited the network for the April 7, 2003, program, which included scenes from Las Vegas bachelor and bachelorette parties featuring strippers and various sexual situations...",World,fcc propose m indecency fine fox washington federal regulator propose record indecency fine nearly million tuesday fox broadcasting co episode reality series marry america federal communications commission cite network april program include scene las vegas bachelor bachelorette party feature stripper sexual situation,42
"Space Station Crew Told To Cut Back on Food. A Russian-built cargo spacecraft, Progress 16, had been scheduled to deliver fresh food, water and other supplies to the ISS last month, but the mission was delayed until late December.",Sci_Tech,space station crew tell cut food russianbuilt cargo spacecraft progress schedule deliver fresh food water supply iss month mission delay late december,22
